饰物名字	大类型	副类型	详细类别	重量	价格	五行	耐久	"防御力(外,内)"	附加属性1	附加属性1数值	附加属性2	附加属性2数值	套装编号	要求等级	要求性别	要求体型	要求门派	在界面上显示的小图	在界面上显示的大图	说明文字	装备在身上的时候，使用的显示类型名字	丢落在地面的时候，使用哪一个物件资源	脚本文件	评价等级	是否能交易(0能1不能)	是否能丢弃(0能1不能)	流派需求	是否可维修（0是/1否）
太清真人之道德戒	0	102	22702	10	100	0	100						1292	80	2	4		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	得道道人配饰，道兮德兮乃众妙之门。				12	0	1	14	0
太清真人之道德佩	0	102	22703	10	100	0	100						1289	80	1	1		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	得道道人配饰，道兮德兮乃众妙之门。				12	0	1	14	0
太清真人之道德佩	0	102	22704	10	100	0	100						1290	80	1	2		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	得道道人配饰，道兮德兮乃众妙之门。				12	0	1	14	0
太清真人之道德佩	0	102	22705	10	100	0	100						1291	80	2	3		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	得道道人配饰，道兮德兮乃众妙之门。				12	0	1	14	0
太清真人之道德佩	0	102	22706	10	100	0	100						1292	80	2	4		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	得道道人配饰，道兮德兮乃众妙之门。				12	0	1	14	0
通天教主之诛仙戒	0	102	22707	10	100	0	100						1293	80	1	1		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	得道道人配饰，有教无类而万灵归宗。				12	0	1	15	0
通天教主之诛仙戒	0	102	22708	10	100	0	100						1294	80	1	2		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	得道道人配饰，有教无类而万灵归宗。				12	0	1	15	0
通天教主之诛仙戒	0	102	22709	10	100	0	100						1295	80	2	3		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	得道道人配饰，有教无类而万灵归宗。				12	0	1	15	0
通天教主之诛仙戒	0	102	22710	10	100	0	100						1296	80	2	4		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	得道道人配饰，有教无类而万灵归宗。				12	0	1	15	0
通天教主之诛仙佩	0	102	22711	10	100	0	100						1293	80	1	1		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	得道道人配饰，有教无类而万灵归宗。				12	0	1	15	0
通天教主之诛仙佩	0	102	22712	10	100	0	100						1294	80	1	2		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	得道道人配饰，有教无类而万灵归宗。				12	0	1	15	0
通天教主之诛仙佩	0	102	22713	10	100	0	100						1295	80	2	3		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	得道道人配饰，有教无类而万灵归宗。				12	0	1	15	0
通天教主之诛仙佩	0	102	22714	10	100	0	100						1296	80	2	4		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	得道道人配饰，有教无类而万灵归宗。				12	0	1	15	0
征南元帅之龙神戒	0	102	22715	10	100	0	100						1297	80	1	1		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	擅征元帅配饰，长征南夷而祸乱不起。				12	0	1	17	0
征南元帅之龙神戒	0	102	22716	10	100	0	100						1298	80	1	2		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	擅征元帅配饰，长征南夷而祸乱不起。				12	0	1	17	0
征南元帅之龙神戒	0	102	22717	10	100	0	100						1299	80	2	3		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	擅征元帅配饰，长征南夷而祸乱不起。				12	0	1	17	0
征南元帅之龙神戒	0	102	22718	10	100	0	100						1300	80	2	4		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	擅征元帅配饰，长征南夷而祸乱不起。				12	0	1	17	0
征南元帅之龙神佩	0	102	22719	10	100	0	100						1297	80	1	1		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	擅征元帅配饰，长征南夷而祸乱不起。				12	0	1	17	0
征南元帅之龙神佩	0	102	22720	10	100	0	100						1298	80	1	2		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	擅征元帅配饰，长征南夷而祸乱不起。				12	0	1	17	0
征南元帅之龙神佩	0	102	22721	10	100	0	100						1299	80	2	3		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	擅征元帅配饰，长征南夷而祸乱不起。				12	0	1	17	0
征南元帅之龙神佩	0	102	22722	10	100	0	100						1300	80	2	4		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	擅征元帅配饰，长征南夷而祸乱不起。				12	0	1	17	0
镇北元帅之虞候戒	0	102	22723	10	100	0	100						1301	80	1	1		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	擅征元帅配饰，威镇北疆而四方臣服。				12	0	1	18	0
镇北元帅之虞候戒	0	102	22724	10	100	0	100						1302	80	1	2		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	擅征元帅配饰，威镇北疆而四方臣服。				12	0	1	18	0
镇北元帅之虞候戒	0	102	22725	10	100	0	100						1303	80	2	3		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	擅征元帅配饰，威镇北疆而四方臣服。				12	0	1	18	0
镇北元帅之虞候戒	0	102	22726	10	100	0	100						1304	80	2	4		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	擅征元帅配饰，威镇北疆而四方臣服。				12	0	1	18	0
镇北元帅之虞候佩	0	102	22727	10	100	0	100						1301	80	1	1		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	擅征元帅配饰，威镇北疆而四方臣服。				12	0	1	18	0
镇北元帅之虞候佩	0	102	22728	10	100	0	100						1302	80	1	2		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	擅征元帅配饰，威镇北疆而四方臣服。				12	0	1	18	0
镇北元帅之虞候佩	0	102	22729	10	100	0	100						1303	80	2	3		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	擅征元帅配饰，威镇北疆而四方臣服。				12	0	1	18	0
镇北元帅之虞候佩	0	102	22730	10	100	0	100						1304	80	2	4		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	擅征元帅配饰，威镇北疆而四方臣服。				12	0	1	18	0
吞月尊者之贪狼戒	0	102	22731	10	100	0	100						1305	80	1	1		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	诡道邪尊配饰，吞月摘心而贪人心不足。				12	0	1	20	0
吞月尊者之贪狼戒	0	102	22732	10	100	0	100						1306	80	1	2		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	诡道邪尊配饰，吞月摘心而贪人心不足。				12	0	1	20	0
吞月尊者之贪狼戒	0	102	22733	10	100	0	100						1307	80	2	3		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	诡道邪尊配饰，吞月摘心而贪人心不足。				12	0	1	20	0
吞月尊者之贪狼戒	0	102	22734	10	100	0	100						1308	80	2	4		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	诡道邪尊配饰，吞月摘心而贪人心不足。				12	0	1	20	0
吞月尊者之贪狼佩	0	102	22735	10	100	0	100						1305	80	1	1		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	诡道邪尊配饰，吞月摘心而贪人心不足。				12	0	1	20	0
吞月尊者之贪狼佩	0	102	22736	10	100	0	100						1306	80	1	2		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	诡道邪尊配饰，吞月摘心而贪人心不足。				12	0	1	20	0
吞月尊者之贪狼佩	0	102	22737	10	100	0	100						1307	80	2	3		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	诡道邪尊配饰，吞月摘心而贪人心不足。				12	0	1	20	0
吞月尊者之贪狼佩	0	102	22738	10	100	0	100						1308	80	2	4		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	诡道邪尊配饰，吞月摘心而贪人心不足。				12	0	1	20	0
蛊王尊者之百足戒	0	102	22739	10	100	0	100						1309	80	1	1		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	毒道蛊王配饰，千丝百足而掌天下死生。				12	0	1	21	0
蛊王尊者之百足戒	0	102	22740	10	100	0	100						1310	80	1	2		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	毒道蛊王配饰，千丝百足而掌天下死生。				12	0	1	21	0
蛊王尊者之百足戒	0	102	22741	10	100	0	100						1311	80	2	3		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	毒道蛊王配饰，千丝百足而掌天下死生。				12	0	1	21	0
蛊王尊者之百足戒	0	102	22742	10	100	0	100						1312	80	2	4		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	毒道蛊王配饰，千丝百足而掌天下死生。				12	0	1	21	0
蛊王尊者之百足佩	0	102	22743	10	100	0	100						1309	80	1	1		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	毒道蛊王配饰，千丝百足而掌天下死生。				12	0	1	21	0
蛊王尊者之百足佩	0	102	22744	10	100	0	100						1310	80	1	2		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	毒道蛊王配饰，千丝百足而掌天下死生。				12	0	1	21	0
蛊王尊者之百足佩	0	102	22745	10	100	0	100						1311	80	2	3		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	毒道蛊王配饰，千丝百足而掌天下死生。				12	0	1	21	0
蛊王尊者之百足佩	0	102	22746	10	100	0	100						1312	80	2	4		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	毒道蛊王配饰，千丝百足而掌天下死生。				12	0	1	21	0
龙虎真人之正一戒	0	102	22747	10	100	0	100						1313	80	1	1		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	修仙真人配饰，正一之心则万法归一。				12	0	1	23	0
龙虎真人之正一戒	0	102	22748	10	100	0	100						1314	80	1	2		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	修仙真人配饰，正一之心则万法归一。				12	0	1	23	0
龙虎真人之正一佩	0	102	22749	10	100	0	100						1313	80	1	1		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	修仙真人配饰，正一之心则万法归一。				12	0	1	23	0
龙虎真人之正一佩	0	102	22750	10	100	0	100						1314	80	1	2		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	修仙真人配饰，正一之心则万法归一。				12	0	1	23	0
大明尊者之寂灭戒	0	102	22751	10	100	0	100						1315	80	1	1		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	圣火尊者配饰，光明普遍而常乐寂灭。				12	0	1	25	0
大明尊者之寂灭戒	0	102	22752	10	100	0	100						1316	80	1	2		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	圣火尊者配饰，光明普遍而常乐寂灭。				12	0	1	25	0
大明尊者之寂灭戒	0	102	22753	10	100	0	100						1317	80	2	3		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	圣火尊者配饰，光明普遍而常乐寂灭。				12	0	1	25	0
大明尊者之寂灭戒	0	102	22754	10	100	0	100						1318	80	2	4		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	圣火尊者配饰，光明普遍而常乐寂灭。				12	0	1	25	0
大明尊者之寂灭佩	0	102	22755	10	100	0	100						1315	80	1	1		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	圣火尊者配饰，光明普遍而常乐寂灭。				12	0	1	25	0
大明尊者之寂灭佩	0	102	22756	10	100	0	100						1316	80	1	2		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	圣火尊者配饰，光明普遍而常乐寂灭。				12	0	1	25	0
大明尊者之寂灭佩	0	102	22757	10	100	0	100						1317	80	2	3		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	圣火尊者配饰，光明普遍而常乐寂灭。				12	0	1	25	0
大明尊者之寂灭佩	0	102	22758	10	100	0	100						1318	80	2	4		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	圣火尊者配饰，光明普遍而常乐寂灭。				12	0	1	25	0
护法尊者之出阵戒	0	102	22759	10	100	0	100						1319	80	1	1		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	圣火尊者配饰，教法庄严而诸恶尽退。				12	0	1	26	0
护法尊者之出阵戒	0	102	22760	10	100	0	100						1320	80	1	2		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	圣火尊者配饰，教法庄严而诸恶尽退。				12	0	1	26	0
护法尊者之出阵戒	0	102	22761	10	100	0	100						1321	80	2	3		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	圣火尊者配饰，教法庄严而诸恶尽退。				12	0	1	26	0
护法尊者之出阵戒	0	102	22762	10	100	0	100						1322	80	2	4		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	圣火尊者配饰，教法庄严而诸恶尽退。				12	0	1	26	0
护法尊者之出阵佩	0	102	22763	10	100	0	100						1319	80	1	1		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	圣火尊者配饰，教法庄严而诸恶尽退。				12	0	1	26	0
护法尊者之出阵佩	0	102	22764	10	100	0	100						1320	80	1	2		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	圣火尊者配饰，教法庄严而诸恶尽退。				12	0	1	26	0
护法尊者之出阵佩	0	102	22765	10	100	0	100						1321	80	2	3		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	圣火尊者配饰，教法庄严而诸恶尽退。				12	0	1	26	0
护法尊者之出阵佩	0	102	22766	10	100	0	100						1322	80	2	4		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	圣火尊者配饰，教法庄严而诸恶尽退。				12	0	1	26	0
摩尼尊者之四果戒	0	102	22767	10	100	0	100						1323	80	1	1		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	圣火尊者配饰，圣道照耀而四果常在。				12	0	1	27	0
摩尼尊者之四果戒	0	102	22768	10	100	0	100						1324	80	1	2		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	圣火尊者配饰，圣道照耀而四果常在。				12	0	1	27	0
摩尼尊者之四果戒	0	102	22769	10	100	0	100						1325	80	2	3		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	圣火尊者配饰，圣道照耀而四果常在。				12	0	1	27	0
摩尼尊者之四果戒	0	102	22770	10	100	0	100						1326	80	2	4		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	圣火尊者配饰，圣道照耀而四果常在。				12	0	1	27	0
摩尼尊者之四果佩	0	102	22771	10	100	0	100						1323	80	1	1		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	圣火尊者配饰，圣道照耀而四果常在。				12	0	1	27	0
摩尼尊者之四果佩	0	102	22772	10	100	0	100						1324	80	1	2		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	圣火尊者配饰，圣道照耀而四果常在。				12	0	1	27	0
摩尼尊者之四果佩	0	102	22773	10	100	0	100						1325	80	2	3		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	圣火尊者配饰，圣道照耀而四果常在。				12	0	1	27	0
摩尼尊者之四果佩	0	102	22774	10	100	0	100						1326	80	2	4		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	圣火尊者配饰，圣道照耀而四果常在。				12	0	1	27	0
翠微仙子之绿竹戒	0	102	22775	10	100	0	100						1327	80	2	3		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	善乐仙子配饰，音如绿竹形宛清风。				12	0	1	30	0
翠微仙子之绿竹戒	0	102	22776	10	100	0	100						1328	80	2	4		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	善乐仙子配饰，音如绿竹形宛清风。				12	0	1	30	0
翠微仙子之绿竹佩	0	102	22777	10	100	0	100						1327	80	2	3		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	善乐仙子配饰，音如绿竹形宛清风。				12	0	1	30	0
翠微仙子之绿竹佩	0	102	22778	10	100	0	100						1328	80	2	4		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	善乐仙子配饰，音如绿竹形宛清风。				12	0	1	30	0
天香仙子之芙蓉戒	0	102	22779	10	100	0	100						1329	80	2	3		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	善舞仙子配饰，身如灵枝面若芙蓉。				12	0	1	29	0
天香仙子之芙蓉戒	0	102	22780	10	100	0	100						1330	80	2	4		\image\item\ring\师门六套戒指a1.spr	\image\item\ring\师门六套戒指a0.spr	善舞仙子配饰，身如灵枝面若芙蓉。				12	0	1	29	0
天香仙子之芙蓉佩	0	102	22781	10	100	0	100						1329	80	2	3		\image\item\ring\师门六套玉佩a1.spr	\image\item\ring\师门六套玉佩a0.spr	善舞仙子配饰，身如灵枝面若芙蓉。				12	0	1	29	0
